instant,date,season,year,month,hour,holiday,weekday,workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_rentals,time_group
6487,2011-10-02,Winter,2011,10,20,0,0,0,Mist,0.36,0.3333,0.76,0.2537,16,71,87,Midnight
6488,2011-10-02,Winter,2011,10,21,0,0,0,Clear,0.36,0.3485,0.71,0.2239,17,71,88,Midnight
6489,2011-10-02,Winter,2011,10,22,0,0,0,Light Rain,0.36,0.3636,0.81,0.0896,9,55,64,Midnight
6490,2011-10-02,Winter,2011,10,23,0,0,0,Clear,0.36,0.3636,0.81,0.0896,6,19,25,Midnight
6491,2011-10-03,Winter,2011,10,0,0,1,1,Clear,0.34,0.3485,0.87,0.1045,3,13,16,Midnight
6492,2011-10-03,Winter,2011,10,1,0,1,1,Clear,0.36,0.3636,0.81,0.0896,1,5,6,Midnight
6493,2011-10-03,Winter,2011,10,2,0,1,1,Clear,0.36,0.3636,0.76,0.1045,0,4,4,Midnight
6494,2011-10-03,Winter,2011,10,3,0,1,1,Clear,0.36,0.3788,0.81,0.0,1,6,7,Midnight
6495,2011-10-03,Winter,2011,10,4,0,1,1,Clear,0.34,0.3485,0.87,0.1045,2,6,8,Midnight
6496,2011-10-03,Winter,2011,10,5,0,1,1,Mist,0.36,0.3636,0.76,0.1045,4,17,21,Midnight
6497,2011-10-03,Winter,2011,10,6,0,1,1,Mist,0.36,0.3788,0.71,0.0,3,91,94,Morning Rush
6498,2011-10-03,Winter,2011,10,7,0,1,1,Mist,0.36,0.3485,0.71,0.1343,8,241,249,Morning Rush
6499,2011-10-03,Winter,2011,10,8,0,1,1,Mist,0.36,0.3636,0.71,0.1045,13,359,372,Morning Rush
6500,2011-10-03,Winter,2011,10,9,0,1,1,Mist,0.4,0.4091,0.66,0.0896,12,141,153,Morning Rush
6501,2011-10-03,Winter,2011,10,10,0,1,1,Mist,0.4,0.4091,0.66,0.1045,19,82,101,Midday
6502,2011-10-03,Winter,2011,10,11,0,1,1,Mist,0.4,0.4091,0.71,0.2239,26,100,126,Midday
6503,2011-10-03,Winter,2011,10,12,0,1,1,Mist,0.4,0.4091,0.71,0.1343,29,118,147,Midday
6504,2011-10-03,Winter,2011,10,13,0,1,1,Light Rain,0.42,0.4242,0.67,0.1642,16,102,118,Midday
6505,2011-10-03,Winter,2011,10,14,0,1,1,Light Rain,0.4,0.4091,0.76,0.0,26,94,120,Midday
6506,2011-10-03,Winter,2011,10,15,0,1,1,Light Rain,0.4,0.4091,0.76,0.0,22,79,101,Midday
6507,2011-10-03,Winter,2011,10,16,0,1,1,Mist,0.4,0.4091,0.76,0.1045,16,202,218,Evening Rush
6508,2011-10-03,Winter,2011,10,17,0,1,1,Mist,0.4,0.4091,0.76,0.1642,40,455,495,Evening Rush
6509,2011-10-03,Winter,2011,10,18,0,1,1,Mist,0.4,0.4091,0.76,0.1642,28,384,412,Evening Rush
6510,2011-10-03,Winter,2011,10,19,0,1,1,Clear,0.4,0.4091,0.76,0.0,15,300,315,Evening Rush
6511,2011-10-03,Winter,2011,10,20,0,1,1,Light Rain,0.4,0.4091,0.82,0.0,13,191,204,Midnight
6512,2011-10-03,Winter,2011,10,21,0,1,1,Mist,0.4,0.4091,0.82,0.0,10,128,138,Midnight
6513,2011-10-03,Winter,2011,10,22,0,1,1,Mist,0.4,0.4091,0.82,0.0,12,79,91,Midnight
6514,2011-10-03,Winter,2011,10,23,0,1,1,Mist,0.4,0.4091,0.82,0.1045,11,43,54,Midnight
6515,2011-10-04,Winter,2011,10,0,0,2,1,Mist,0.4,0.4091,0.87,0.0896,5,22,27,Midnight
6516,2011-10-04,Winter,2011,10,1,0,2,1,Mist,0.4,0.4091,0.87,0.1045,1,8,9,Midnight
6517,2011-10-04,Winter,2011,10,2,0,2,1,Mist,0.4,0.4091,0.87,0.0,1,2,3,Midnight
6518,2011-10-04,Winter,2011,10,3,0,2,1,Clear,0.4,0.4091,0.82,0.1045,3,3,6,Midnight
6519,2011-10-04,Winter,2011,10,4,0,2,1,Clear,0.4,0.4091,0.82,0.0896,3,4,7,Midnight
6520,2011-10-04,Winter,2011,10,5,0,2,1,Clear,0.4,0.4091,0.82,0.1343,2,25,27,Midnight
6521,2011-10-04,Winter,2011,10,6,0,2,1,Clear,0.4,0.4091,0.82,0.1045,3,109,112,Morning Rush
6522,2011-10-04,Winter,2011,10,7,0,2,1,Clear,0.42,0.4242,0.82,0.2836,11,298,309,Morning Rush
6523,2011-10-04,Winter,2011,10,8,0,2,1,Clear,0.44,0.4394,0.77,0.2239,28,372,400,Morning Rush
6524,2011-10-04,Winter,2011,10,9,0,2,1,Clear,0.46,0.4545,0.67,0.2537,19,168,187,Morning Rush
6525,2011-10-04,Winter,2011,10,10,0,2,1,Clear,0.48,0.4697,0.67,0.2836,19,107,126,Midday
6526,2011-10-04,Winter,2011,10,11,0,2,1,Clear,0.54,0.5152,0.64,0.2836,22,102,124,Midday
6527,2011-10-04,Winter,2011,10,12,0,2,1,Clear,0.56,0.5303,0.56,0.2985,39,160,199,Midday
6528,2011-10-04,Winter,2011,10,13,0,2,1,Clear,0.56,0.5303,0.56,0.2985,20,153,173,Midday
6529,2011-10-04,Winter,2011,10,14,0,2,1,Clear,0.58,0.5455,0.53,0.2537,27,156,183,Midday
6530,2011-10-04,Winter,2011,10,15,0,2,1,Clear,0.58,0.5455,0.56,0.2836,28,166,194,Midday
6531,2011-10-04,Winter,2011,10,16,0,2,1,Clear,0.58,0.5455,0.56,0.3284,36,273,309,Evening Rush
6532,2011-10-04,Winter,2011,10,17,0,2,1,Clear,0.56,0.5303,0.6,0.3881,55,530,585,Evening Rush
6533,2011-10-04,Winter,2011,10,18,0,2,1,Clear,0.54,0.5152,0.64,0.2836,68,456,524,Evening Rush
6534,2011-10-04,Winter,2011,10,19,0,2,1,Clear,0.52,0.5,0.68,0.2239,35,310,345,Evening Rush
6535,2011-10-04,Winter,2011,10,20,0,2,1,Clear,0.52,0.5,0.68,0.2239,25,236,261,Midnight
6536,2011-10-04,Winter,2011,10,21,0,2,1,Clear,0.5,0.4848,0.72,0.1343,22,144,166,Midnight
6537,2011-10-04,Winter,2011,10,22,0,2,1,Clear,0.5,0.4848,0.72,0.1343,8,106,114,Midnight
6538,2011-10-04,Winter,2011,10,23,0,2,1,Clear,0.48,0.4697,0.77,0.1343,6,60,66,Midnight
6539,2011-10-05,Winter,2011,10,0,0,3,1,Clear,0.48,0.4697,0.77,0.1343,7,36,43,Midnight
6540,2011-10-05,Winter,2011,10,1,0,3,1,Clear,0.48,0.4697,0.77,0.1642,4,7,11,Midnight
6541,2011-10-05,Winter,2011,10,2,0,3,1,Clear,0.46,0.4545,0.82,0.1642,1,2,3,Midnight
6542,2011-10-05,Winter,2011,10,3,0,3,1,Clear,0.46,0.4545,0.82,0.1045,1,5,6,Midnight
6543,2011-10-05,Winter,2011,10,4,0,3,1,Clear,0.44,0.4394,0.88,0.0,1,4,5,Midnight
6544,2011-10-05,Winter,2011,10,5,0,3,1,Clear,0.44,0.4394,0.82,0.1343,3,29,32,Midnight
6545,2011-10-05,Winter,2011,10,6,0,3,1,Clear,0.44,0.4394,0.82,0.1045,5,112,117,Morning Rush
6546,2011-10-05,Winter,2011,10,7,0,3,1,Clear,0.46,0.4545,0.77,0.1045,9,292,301,Morning Rush
6547,2011-10-05,Winter,2011,10,8,0,3,1,Clear,0.52,0.5,0.63,0.0,26,441,467,Morning Rush
6548,2011-10-05,Winter,2011,10,9,0,3,1,Clear,0.54,0.5152,0.6,0.2985,32,187,219,Morning Rush
6549,2011-10-05,Winter,2011,10,10,0,3,1,Clear,0.56,0.5303,0.56,0.3881,30,103,133,Midday
6550,2011-10-05,Winter,2011,10,11,0,3,1,Clear,0.6,0.6212,0.46,0.2836,32,138,170,Midday
6551,2011-10-05,Winter,2011,10,12,0,3,1,Clear,0.62,0.6212,0.43,0.3284,34,180,214,Midday
6552,2011-10-05,Winter,2011,10,13,0,3,1,Clear,0.64,0.6212,0.41,0.2239,30,189,219,Midday
6553,2011-10-05,Winter,2011,10,14,0,3,1,Clear,0.64,0.6212,0.41,0.2836,34,156,190,Midday
6554,2011-10-05,Winter,2011,10,15,0,3,1,Clear,0.64,0.6212,0.47,0.2836,35,147,182,Midday
6555,2011-10-05,Winter,2011,10,16,0,3,1,Clear,0.64,0.6212,0.47,0.3284,37,245,282,Evening Rush
6556,2011-10-05,Winter,2011,10,17,0,3,1,Clear,0.64,0.6212,0.47,0.2537,66,525,591,Evening Rush
6557,2011-10-05,Winter,2011,10,18,0,3,1,Clear,0.6,0.6212,0.53,0.1642,57,536,593,Evening Rush
6558,2011-10-05,Winter,2011,10,19,0,3,1,Clear,0.58,0.5455,0.56,0.1343,40,334,374,Evening Rush
6559,2011-10-05,Winter,2011,10,20,0,3,1,Clear,0.52,0.5,0.77,0.1642,18,228,246,Midnight
6560,2011-10-05,Winter,2011,10,21,0,3,1,Clear,0.5,0.4848,0.82,0.1045,28,173,201,Midnight
6561,2011-10-05,Winter,2011,10,22,0,3,1,Clear,0.52,0.5,0.72,0.0,20,134,154,Midnight
6562,2011-10-05,Winter,2011,10,23,0,3,1,Clear,0.5,0.4848,0.77,0.1045,9,64,73,Midnight
6563,2011-10-06,Winter,2011,10,0,0,4,1,Clear,0.5,0.4848,0.72,0.194,6,34,40,Midnight
6564,2011-10-06,Winter,2011,10,1,0,4,1,Clear,0.48,0.4697,0.63,0.194,5,17,22,Midnight
6565,2011-10-06,Winter,2011,10,2,0,4,1,Clear,0.46,0.4545,0.67,0.194,2,8,10,Midnight
6566,2011-10-06,Winter,2011,10,3,0,4,1,Clear,0.44,0.4394,0.67,0.2239,1,4,5,Midnight
6567,2011-10-06,Winter,2011,10,4,0,4,1,Clear,0.44,0.4394,0.62,0.2836,0,5,5,Midnight
6568,2011-10-06,Winter,2011,10,5,0,4,1,Clear,0.42,0.4242,0.62,0.194,0,24,24,Midnight
6569,2011-10-06,Winter,2011,10,6,0,4,1,Clear,0.4,0.4091,0.66,0.194,4,110,114,Morning Rush
6570,2011-10-06,Winter,2011,10,7,0,4,1,Clear,0.42,0.4242,0.62,0.194,15,287,302,Morning Rush
6571,2011-10-06,Winter,2011,10,8,0,4,1,Clear,0.44,0.4394,0.62,0.1642,20,437,457,Morning Rush
6572,2011-10-06,Winter,2011,10,9,0,4,1,Clear,0.46,0.4545,0.63,0.194,20,188,208,Morning Rush
6573,2011-10-06,Winter,2011,10,10,0,4,1,Clear,0.52,0.5,0.52,0.0,24,105,129,Midday
6574,2011-10-06,Winter,2011,10,11,0,4,1,Clear,0.54,0.5152,0.49,0.0,29,115,144,Midday
6575,2011-10-06,Winter,2011,10,12,0,4,1,Clear,0.56,0.5303,0.49,0.0896,46,180,226,Midday
6576,2011-10-06,Winter,2011,10,13,0,4,1,Clear,0.56,0.5303,0.46,0.0896,33,158,191,Midday
6577,2011-10-06,Winter,2011,10,14,0,4,1,Clear,0.58,0.5455,0.43,0.0896,56,139,195,Midday
6578,2011-10-06,Winter,2011,10,15,0,4,1,Clear,0.58,0.5455,0.46,0.1343,62,157,219,Midday
6579,2011-10-06,Winter,2011,10,16,0,4,1,Clear,0.58,0.5455,0.49,0.194,51,272,323,Evening Rush
6580,2011-10-06,Winter,2011,10,17,0,4,1,Clear,0.56,0.5303,0.52,0.1343,63,505,568,Evening Rush
6581,2011-10-06,Winter,2011,10,18,0,4,1,Clear,0.54,0.5152,0.64,0.0896,59,479,538,Evening Rush
6582,2011-10-06,Winter,2011,10,19,0,4,1,Clear,0.52,0.5,0.59,0.1045,38,305,343,Evening Rush
6583,2011-10-06,Winter,2011,10,20,0,4,1,Clear,0.5,0.4848,0.77,0.1045,29,231,260,Midnight
6584,2011-10-06,Winter,2011,10,21,0,4,1,Clear,0.46,0.4545,0.88,0.0896,34,161,195,Midnight
6585,2011-10-06,Winter,2011,10,22,0,4,1,Clear,0.46,0.4545,0.82,0.0,24,124,148,Midnight
6586,2011-10-06,Winter,2011,10,23,0,4,1,Clear,0.44,0.4394,0.88,0.0896,18,81,99,Midnight
6587,2011-10-07,Winter,2011,10,0,0,5,1,Clear,0.44,0.4394,0.88,0.0,19,48,67,Midnight
6588,2011-10-07,Winter,2011,10,1,0,5,1,Clear,0.44,0.4394,0.88,0.0,3,25,28,Midnight
6589,2011-10-07,Winter,2011,10,2,0,5,1,Clear,0.42,0.4242,0.88,0.0,0,5,5,Midnight
6590,2011-10-07,Winter,2011,10,3,0,5,1,Clear,0.4,0.4091,0.87,0.0,1,9,10,Midnight
6591,2011-10-07,Winter,2011,10,4,0,5,1,Clear,0.4,0.4091,0.87,0.1045,0,5,5,Midnight
6592,2011-10-07,Winter,2011,10,5,0,5,1,Clear,0.42,0.4242,0.82,0.0,3,24,27,Midnight
6593,2011-10-07,Winter,2011,10,6,0,5,1,Clear,0.42,0.4242,0.88,0.0,3,84,87,Morning Rush
6594,2011-10-07,Winter,2011,10,7,0,5,1,Clear,0.42,0.4242,0.94,0.0,5,237,242,Morning Rush
6595,2011-10-07,Winter,2011,10,8,0,5,1,Clear,0.46,0.4545,0.82,0.0,31,386,417,Morning Rush
6596,2011-10-07,Winter,2011,10,9,0,5,1,Clear,0.48,0.4697,0.77,0.0,34,207,241,Morning Rush
6597,2011-10-07,Winter,2011,10,10,0,5,1,Clear,0.52,0.5,0.68,0.0896,48,126,174,Midday
6598,2011-10-07,Winter,2011,10,11,0,5,1,Clear,0.56,0.5303,0.63,0.0,80,150,230,Midday
6599,2011-10-07,Winter,2011,10,12,0,5,1,Clear,0.6,0.6212,0.53,0.0,61,174,235,Midday
6600,2011-10-07,Winter,2011,10,13,0,5,1,Clear,0.6,0.6212,0.46,0.0,95,210,305,Midday
6601,2011-10-07,Winter,2011,10,14,0,5,1,Clear,0.62,0.6212,0.5,0.0,77,179,256,Midday
6602,2011-10-07,Winter,2011,10,15,0,5,1,Clear,0.66,0.6212,0.41,0.0,68,202,270,Midday
6603,2011-10-07,Winter,2011,10,16,0,5,1,Clear,0.64,0.6212,0.44,0.0,73,346,419,Evening Rush
6604,2011-10-07,Winter,2011,10,17,0,5,1,Clear,0.6,0.6212,0.56,0.2537,101,462,563,Evening Rush
6605,2011-10-07,Winter,2011,10,18,0,5,1,Clear,0.56,0.5303,0.6,0.0896,94,371,465,Evening Rush
6606,2011-10-07,Winter,2011,10,19,0,5,1,Clear,0.56,0.5303,0.52,0.0,51,243,294,Evening Rush
6607,2011-10-07,Winter,2011,10,20,0,5,1,Clear,0.54,0.5152,0.49,0.0,30,167,197,Midnight
6608,2011-10-07,Winter,2011,10,21,0,5,1,Clear,0.5,0.4848,0.68,0.0,22,144,166,Midnight
6609,2011-10-07,Winter,2011,10,22,0,5,1,Clear,0.5,0.4848,0.68,0.0,27,119,146,Midnight
6610,2011-10-07,Winter,2011,10,23,0,5,1,Clear,0.5,0.4848,0.63,0.0,23,113,136,Midnight
6611,2011-10-08,Winter,2011,10,0,0,6,0,Clear,0.48,0.4697,0.72,0.0,17,72,89,Midnight
6612,2011-10-08,Winter,2011,10,1,0,6,0,Clear,0.46,0.4545,0.82,0.0,14,51,65,Midnight
6613,2011-10-08,Winter,2011,10,2,0,6,0,Clear,0.46,0.4545,0.82,0.0,4,41,45,Midnight
6614,2011-10-08,Winter,2011,10,3,0,6,0,Clear,0.44,0.4394,0.88,0.0,4,16,20,Midnight
6615,2011-10-08,Winter,2011,10,4,0,6,0,Clear,0.42,0.4242,0.94,0.1343,3,7,10,Midnight
6616,2011-10-08,Winter,2011,10,5,0,6,0,Clear,0.42,0.4242,0.88,0.1045,1,7,8,Midnight
6617,2011-10-08,Winter,2011,10,6,0,6,0,Clear,0.42,0.4242,0.94,0.0,6,16,22,Morning Rush
6618,2011-10-08,Winter,2011,10,7,0,6,0,Clear,0.42,0.4242,0.94,0.0896,27,46,73,Morning Rush
6619,2011-10-08,Winter,2011,10,8,0,6,0,Clear,0.46,0.4545,0.82,0.0,14,89,103,Morning Rush
6620,2011-10-08,Winter,2011,10,9,0,6,0,Clear,0.5,0.4848,0.77,0.0,54,163,217,Morning Rush
6621,2011-10-08,Winter,2011,10,10,0,6,0,Clear,0.52,0.5,0.77,0.0,120,217,337,Midday
6622,2011-10-08,Winter,2011,10,11,0,6,0,Clear,0.58,0.5455,0.56,0.0,176,221,397,Midday
6623,2011-10-08,Winter,2011,10,12,0,6,0,Clear,0.62,0.6212,0.35,0.0,191,255,446,Midday
6624,2011-10-08,Winter,2011,10,13,0,6,0,Clear,0.62,0.6212,0.46,0.1045,256,229,485,Midday
6625,2011-10-08,Winter,2011,10,14,0,6,0,Clear,0.62,0.6212,0.5,0.0896,251,214,465,Midday
6626,2011-10-08,Winter,2011,10,15,0,6,0,Clear,0.66,0.6212,0.39,0.0,262,234,496,Midday
6627,2011-10-08,Winter,2011,10,16,0,6,0,Clear,0.64,0.6212,0.44,0.0896,221,230,451,Evening Rush
6628,2011-10-08,Winter,2011,10,17,0,6,0,Clear,0.62,0.6212,0.5,0.1343,174,219,393,Evening Rush
6629,2011-10-08,Winter,2011,10,18,0,6,0,Clear,0.6,0.6212,0.46,0.1045,135,224,359,Evening Rush
6630,2011-10-08,Winter,2011,10,19,0,6,0,Clear,0.54,0.5152,0.68,0.1343,76,172,248,Evening Rush
6631,2011-10-08,Winter,2011,10,20,0,6,0,Clear,0.52,0.5,0.77,0.1045,78,124,202,Midnight
6632,2011-10-08,Winter,2011,10,21,0,6,0,Clear,0.52,0.5,0.77,0.0,54,133,187,Midnight
6633,2011-10-08,Winter,2011,10,22,0,6,0,Clear,0.5,0.4848,0.77,0.0,45,104,149,Midnight
6634,2011-10-08,Winter,2011,10,23,0,6,0,Clear,0.48,0.4697,0.88,0.0,52,90,142,Midnight
6635,2011-10-09,Winter,2011,10,0,0,0,0,Clear,0.46,0.4545,0.88,0.0896,46,83,129,Midnight
6636,2011-10-09,Winter,2011,10,1,0,0,0,Clear,0.46,0.4545,0.88,0.0,15,63,78,Midnight
6637,2011-10-09,Winter,2011,10,2,0,0,0,Clear,0.46,0.4545,0.88,0.0,20,35,55,Midnight
6638,2011-10-09,Winter,2011,10,3,0,0,0,Clear,0.44,0.4394,0.88,0.0,10,20,30,Midnight
6639,2011-10-09,Winter,2011,10,4,0,0,0,Clear,0.44,0.4394,0.88,0.0,7,7,14,Midnight
6640,2011-10-09,Winter,2011,10,5,0,0,0,Clear,0.44,0.4394,0.88,0.0,1,14,15,Midnight
6641,2011-10-09,Winter,2011,10,6,0,0,0,Clear,0.44,0.4394,0.88,0.0,7,14,21,Morning Rush
6642,2011-10-09,Winter,2011,10,7,0,0,0,Clear,0.44,0.4394,0.86,0.0,18,26,44,Morning Rush
6643,2011-10-09,Winter,2011,10,8,0,0,0,Clear,0.46,0.4545,0.88,0.0,25,82,107,Morning Rush
6644,2011-10-09,Winter,2011,10,9,0,0,0,Clear,0.5,0.4848,0.77,0.0,66,119,185,Morning Rush
6645,2011-10-09,Winter,2011,10,10,0,0,0,Clear,0.56,0.5303,0.68,0.0896,155,210,365,Midday
6646,2011-10-09,Winter,2011,10,11,0,0,0,Clear,0.62,0.6212,0.53,0.0896,189,234,423,Midday
6647,2011-10-09,Winter,2011,10,12,0,0,0,Clear,0.64,0.6212,0.44,0.0896,212,243,455,Midday
6648,2011-10-09,Winter,2011,10,13,0,0,0,Clear,0.66,0.6212,0.44,0.0896,225,193,418,Midday
6649,2011-10-09,Winter,2011,10,14,0,0,0,Clear,0.68,0.6364,0.47,0.1642,272,228,500,Midday
6650,2011-10-09,Winter,2011,10,15,0,0,0,Clear,0.68,0.6364,0.51,0.1642,198,209,407,Midday
6651,2011-10-09,Winter,2011,10,16,0,0,0,Clear,0.66,0.6212,0.5,0.1343,223,247,470,Evening Rush
6652,2011-10-09,Winter,2011,10,17,0,0,0,Clear,0.62,0.6061,0.61,0.1045,208,230,438,Evening Rush
6653,2011-10-09,Winter,2011,10,18,0,0,0,Clear,0.64,0.6212,0.5,0.1045,186,228,414,Evening Rush
6654,2011-10-09,Winter,2011,10,19,0,0,0,Clear,0.56,0.5303,0.73,0.0896,116,186,302,Evening Rush
6655,2011-10-09,Winter,2011,10,20,0,0,0,Clear,0.56,0.5303,0.73,0.1045,59,134,193,Midnight
6656,2011-10-09,Winter,2011,10,21,0,0,0,Clear,0.54,0.5152,0.83,0.1045,53,120,173,Midnight
6657,2011-10-09,Winter,2011,10,22,0,0,0,Mist,0.52,0.5,0.94,0.0,48,104,152,Midnight
6658,2011-10-09,Winter,2011,10,23,0,0,0,Clear,0.5,0.4848,0.88,0.1045,38,85,123,Midnight
6659,2011-10-10,Winter,2011,10,0,1,1,0,Clear,0.5,0.4848,0.94,0.0,11,42,53,Midnight
6660,2011-10-10,Winter,2011,10,1,1,1,0,Clear,0.48,0.4697,0.88,0.0,4,30,34,Midnight
6661,2011-10-10,Winter,2011,10,2,1,1,0,Clear,0.48,0.4697,0.88,0.0,4,15,19,Midnight
6662,2011-10-10,Winter,2011,10,3,1,1,0,Clear,0.46,0.4545,0.88,0.0,2,9,11,Midnight
6663,2011-10-10,Winter,2011,10,4,1,1,0,Clear,0.46,0.4545,0.94,0.0,2,4,6,Midnight
6664,2011-10-10,Winter,2011,10,5,1,1,0,Clear,0.46,0.4545,0.94,0.0,2,19,21,Midnight
6665,2011-10-10,Winter,2011,10,6,1,1,0,Clear,0.44,0.4394,0.94,0.0,5,39,44,Morning Rush
6666,2011-10-10,Winter,2011,10,7,1,1,0,Clear,0.46,0.4545,0.88,0.0,12,102,114,Morning Rush
6667,2011-10-10,Winter,2011,10,8,1,1,0,Clear,0.52,0.5,0.83,0.0,27,227,254,Morning Rush
6668,2011-10-10,Winter,2011,10,9,1,1,0,Clear,0.54,0.5152,0.77,0.0,58,161,219,Morning Rush
6669,2011-10-10,Winter,2011,10,10,1,1,0,Clear,0.56,0.5303,0.73,0.1642,107,158,265,Midday
6670,2011-10-10,Winter,2011,10,11,1,1,0,Clear,0.62,0.6061,0.69,0.0896,139,183,322,Midday
6671,2011-10-10,Winter,2011,10,12,1,1,0,Mist,0.7,0.6515,0.48,0.0896,164,201,365,Midday
6672,2011-10-10,Winter,2011,10,13,1,1,0,Clear,0.72,0.6515,0.37,0.0,146,219,365,Midday
6673,2011-10-10,Winter,2011,10,14,1,1,0,Clear,0.74,0.6515,0.37,0.0,147,223,370,Midday
6674,2011-10-10,Winter,2011,10,15,1,1,0,Mist,0.72,0.6515,0.42,0.1045,130,254,384,Midday
6675,2011-10-10,Winter,2011,10,16,1,1,0,Mist,0.7,0.6364,0.45,0.0896,154,248,402,Evening Rush
6676,2011-10-10,Winter,2011,10,17,1,1,0,Mist,0.66,0.6212,0.54,0.1045,125,334,459,Evening Rush
6677,2011-10-10,Winter,2011,10,18,1,1,0,Mist,0.64,0.6212,0.53,0.0,108,365,473,Evening Rush
6678,2011-10-10,Winter,2011,10,19,1,1,0,Mist,0.58,0.5455,0.78,0.0896,69,267,336,Evening Rush
6679,2011-10-10,Winter,2011,10,20,1,1,0,Clear,0.6,0.5909,0.73,0.0,37,188,225,Midnight
6680,2011-10-10,Winter,2011,10,21,1,1,0,Clear,0.56,0.5303,0.88,0.0896,27,148,175,Midnight
6681,2011-10-10,Winter,2011,10,22,1,1,0,Clear,0.56,0.5303,0.88,0.0896,22,104,126,Midnight
6682,2011-10-10,Winter,2011,10,23,1,1,0,Mist,0.54,0.5152,0.88,0.1045,12,63,75,Midnight
6683,2011-10-11,Winter,2011,10,0,0,2,1,Mist,0.54,0.5152,0.88,0.0,14,16,30,Midnight
6684,2011-10-11,Winter,2011,10,1,0,2,1,Mist,0.52,0.5,0.94,0.0896,2,9,11,Midnight
6685,2011-10-11,Winter,2011,10,2,0,2,1,Mist,0.52,0.5,0.94,0.1343,1,4,5,Midnight
6686,2011-10-11,Winter,2011,10,3,0,2,1,Mist,0.52,0.5,0.88,0.1045,2,1,3,Midnight
6687,2011-10-11,Winter,2011,10,4,0,2,1,Mist,0.52,0.5,0.88,0.1343,0,5,5,Midnight
6688,2011-10-11,Winter,2011,10,5,0,2,1,Mist,0.52,0.5,0.88,0.0,0,20,20,Midnight
6689,2011-10-11,Winter,2011,10,6,0,2,1,Clear,0.52,0.5,0.83,0.0896,9,114,123,Morning Rush
6690,2011-10-11,Winter,2011,10,7,0,2,1,Mist,0.52,0.5,0.88,0.0896,19,333,352,Morning Rush
6691,2011-10-11,Winter,2011,10,8,0,2,1,Mist,0.56,0.5303,0.83,0.1045,31,375,406,Morning Rush
6692,2011-10-11,Winter,2011,10,9,0,2,1,Mist,0.6,0.5909,0.69,0.0,40,195,235,Morning Rush
6693,2011-10-11,Winter,2011,10,10,0,2,1,Mist,0.6,0.5909,0.69,0.1343,38,111,149,Midday
6694,2011-10-11,Winter,2011,10,11,0,2,1,Mist,0.6,0.5909,0.73,0.1642,31,92,123,Midday
6695,2011-10-11,Winter,2011,10,12,0,2,1,Mist,0.6,0.5909,0.73,0.1642,51,130,181,Midday
6696,2011-10-11,Winter,2011,10,13,0,2,1,Mist,0.6,0.5909,0.73,0.194,42,138,180,Midday
6697,2011-10-11,Winter,2011,10,14,0,2,1,Light Rain,0.6,0.5909,0.73,0.1045,54,117,171,Midday
6698,2011-10-11,Winter,2011,10,15,0,2,1,Mist,0.6,0.5758,0.78,0.1642,36,139,175,Midday
6699,2011-10-11,Winter,2011,10,16,0,2,1,Mist,0.6,0.5909,0.73,0.1642,63,257,320,Evening Rush
6700,2011-10-11,Winter,2011,10,17,0,2,1,Mist,0.6,0.5758,0.78,0.2537,70,534,604,Evening Rush
6701,2011-10-11,Winter,2011,10,18,0,2,1,Mist,0.6,0.5758,0.78,0.2239,46,493,539,Evening Rush
6702,2011-10-11,Winter,2011,10,19,0,2,1,Mist,0.58,0.5455,0.83,0.2239,33,285,318,Evening Rush
6703,2011-10-11,Winter,2011,10,20,0,2,1,Mist,0.58,0.5455,0.83,0.2239,31,203,234,Midnight
6704,2011-10-11,Winter,2011,10,21,0,2,1,Mist,0.58,0.5455,0.78,0.194,17,158,175,Midnight
6705,2011-10-11,Winter,2011,10,22,0,2,1,Mist,0.56,0.5303,0.83,0.194,27,120,147,Midnight
6706,2011-10-11,Winter,2011,10,23,0,2,1,Mist,0.56,0.5303,0.83,0.2836,10,47,57,Midnight
6707,2011-10-12,Winter,2011,10,0,0,3,1,Mist,0.56,0.5303,0.83,0.1343,2,23,25,Midnight
6708,2011-10-12,Winter,2011,10,1,0,3,1,Light Rain,0.56,0.5303,0.83,0.1343,2,8,10,Midnight
6709,2011-10-12,Winter,2011,10,2,0,3,1,Mist,0.56,0.5303,0.83,0.2836,0,2,2,Midnight
6710,2011-10-12,Winter,2011,10,3,0,3,1,Light Rain,0.54,0.5152,0.94,0.2985,0,2,2,Midnight
6711,2011-10-12,Winter,2011,10,4,0,3,1,Light Rain,0.54,0.5152,0.94,0.3881,1,6,7,Midnight
6712,2011-10-12,Winter,2011,10,5,0,3,1,Mist,0.54,0.5152,0.88,0.3284,0,22,22,Midnight
6713,2011-10-12,Winter,2011,10,6,0,3,1,Mist,0.54,0.5152,0.88,0.2537,5,107,112,Morning Rush
6714,2011-10-12,Winter,2011,10,7,0,3,1,Mist,0.54,0.5152,0.88,0.3881,15,244,259,Morning Rush
6715,2011-10-12,Winter,2011,10,8,0,3,1,Mist,0.54,0.5152,0.88,0.3881,27,377,404,Morning Rush
6716,2011-10-12,Winter,2011,10,9,0,3,1,Mist,0.54,0.5152,0.88,0.4478,14,183,197,Morning Rush
6717,2011-10-12,Winter,2011,10,10,0,3,1,Mist,0.54,0.5152,0.88,0.3881,15,98,113,Midday
6718,2011-10-12,Winter,2011,10,11,0,3,1,Light Rain,0.54,0.5152,0.94,0.3284,18,102,120,Midday
